session,material,nozzle_mm,pressure_bar,mix_ratio_pct,sensor,rms,zero_crossing_rate,peak_amplitude,crest_factor,kurtosis,spectral_centroid,spectral_bandwidth,spectral_rolloff_85,dominant_frequency,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
v24,G80,8.0,3.0,0,AccAxial4507,0.00046281106187961996,0.06163333333333333,0.00295494613237679,6.384778532249927,0.7315778732299805,853.6575238936044,1127.8114526461484,1963.3999999999999,11.133333333333333,-133.0435028076172,0.6506074070930481,9.205469131469727,0.766942024230957,-0.13623954355716705,0.6601278185844421,-0.20409917831420898,0.6099340915679932,0.17981627583503723,0.5512558221817017,0.9007577896118164,0.5546926856040955,1.1644644737243652,0.5353637933731079,0.41906169056892395,0.5244554877281189,-1.2725142240524292,0.5249863862991333,-3.4337003231048584,0.4743689298629761,-0.28800877928733826,0.5211837887763977,2.7314202785491943,0.6102189421653748,0.783869743347168,0.6279420256614685
v24,G80,8.0,3.0,0,AccRadial4507,0.000750987499486655,0.06327916666666666,0.003604239784181118,4.799333925857397,0.14071178436279297,1194.622951665011,874.214884286962,1847.2666666666667,248.46666666666667,-130.19313049316406,0.6292563676834106,11.150654792785645,0.7486502528190613,-1.7959598302841187,0.6527239680290222,-1.2831600904464722,0.5743933916091919,0.8995180726051331,0.5124086737632751,0.42447853088378906,0.5047287940979004,1.046879529953003,0.5134693384170532,-0.29673945903778076,0.48933422565460205,-3.633864402770996,0.4813120663166046,-3.866037607192993,0.4874096214771271,-0.5020649433135986,0.5107718706130981,2.0753731727600098,0.5701727867126465,2.0925703048706055,0.6144062280654907
v24,G80,8.0,3.0,0,Mic147EB,0.006614320911467075,0.058055555555555555,0.09324349462985992,14.097213588201642,10.326104164123535,710.1334106165025,1763.6766587785896,708.2,25.0,-108.8258285522461,8.855415344238281,9.824115753173828,4.17066764831543,1.6317176818847656,2.99528169631958,3.8874101638793945,1.5223994255065918,0.9881529211997986,1.458097219467163,2.2271664142608643,1.2322642803192139,0.07117865979671478,1.088187336921692,1.0505017042160034,1.1513524055480957,-0.4657860994338989,1.116400122642517,0.9191032648086548,1.145714282989502,-0.6514522433280945,1.0678852796554565,0.7156130075454712,0.8657054305076599,-0.19254498183727264,0.8780888915061951
v24,G80,8.0,3.0,0,Mic46BE,0.00583564443513751,0.051256944444444445,0.09361424297094345,16.041800354948723,11.468164443969727,766.4721395556825,1450.0950413100934,1078.1333333333332,25.0,-112.58509063720703,8.50022029876709,13.186763763427734,3.731581687927246,-1.9660197496414185,3.8908450603485107,5.353981018066406,1.7443888187408447,1.790490746498108,1.6947885751724243,0.6339263916015625,1.2350271940231323,0.8826777935028076,1.156299114227295,0.7857507467269897,1.204267144203186,-0.5423408150672913,1.1291618347167969,0.38256123661994934,1.176257610321045,-0.47223809361457825,1.087238073348999,0.17231528460979462,0.8821563124656677,-0.041971877217292786,0.8324370384216309
v24,G80,8.0,3.0,100,AccAxial4507,0.09339065849781036,0.19450555555555554,1.0,10.707709058753943,6.626442909240723,4478.985263120321,1961.1656966341002,5651.8,4724.6,-74.97822570800781,7.437102317810059,10.543861389160156,2.029273271560669,-14.35778522491455,3.8385584354400635,11.013724327087402,1.484367847442627,-6.648312568664551,1.5651124715805054,3.2010490894317627,0.6670589447021484,-1.2896355390548706,0.7903291583061218,3.7092628479003906,0.7403496503829956,-0.17845605313777924,0.6733656525611877,-1.7281781435012817,0.5792059302330017,-1.0671169757843018,0.5915386080741882,3.1802964210510254,0.6195357441902161,-0.388980895280838,0.5855680704116821
v24,G80,8.0,3.0,100,AccRadial4507,0.10199738293886185,0.23522083333333332,1.0,9.804173118828048,6.866909027099609,5616.602758663985,1594.9093541368302,7037.8,6846.8,-77.13431549072266,7.569509983062744,9.016196250915527,1.9966834783554077,-15.94207763671875,3.7781732082366943,12.268221855163574,1.550541877746582,-5.705439567565918,1.5973190069198608,1.3710746765136719,0.640882134437561,0.762874960899353,0.7993857264518738,2.8411147594451904,0.7481757998466492,-2.3391971588134766,0.647540807723999,1.3368394374847412,0.8099450469017029,-1.5704600811004639,0.625379741191864,0.5683914422988892,0.5788686871528625,0.44739964604377747,0.5632797479629517
v24,G80,8.0,3.0,100,Mic147EB,0.22337716817855835,0.06427222222222222,0.9211475849151611,4.123732037729273,-0.015480995178222656,549.1148792865441,1600.5458709680622,536.7333333333333,100.2,-58.08784484863281,2.8174774646759033,9.067924499511719,1.3734996318817139,1.9012131690979004,1.7897653579711914,3.874560594558716,0.908202052116394,0.21993060410022736,0.6828370094299316,1.4512778520584106,0.6929425001144409,0.5961878299713135,0.8892703652381897,1.6194558143615723,0.8285413384437561,-1.0053722858428955,0.6141719818115234,2.3857107162475586,0.8828877806663513,-0.22562360763549805,0.6608721017837524,0.3823305070400238,0.7703103423118591,-0.1479702889919281,0.6870853304862976
v24,G80,8.0,3.0,100,Mic46BE,0.1816256046295166,0.08117083333333333,1.0,5.505831636678205,0.08716630935668945,909.4211040051187,1796.2629273129194,1651.6666666666667,100.2,-61.564510345458984,2.629625082015991,12.520373344421387,1.2854152917861938,-2.6376242637634277,1.8084133863449097,6.372030258178711,0.8422132730484009,-0.08158359676599503,0.6600247621536255,-0.1535148173570633,0.6936153769493103,1.122700572013855,0.8989726305007935,1.2919731140136719,0.8334383368492126,-1.2400115728378296,0.610802173614502,1.91314697265625,0.8099002242088318,-0.34755489230155945,0.684070348739624,0.08323618024587631,0.8406907320022583,0.28100186586380005,0.7707460522651672
v24,G80,8.0,3.0,30,AccAxial4507,0.06778453290462494,0.14279027777777778,1.0,14.752628028093559,3.754383087158203,4873.473266222317,1921.8722367677806,7359.733333333334,4688.666666666667,-101.49329376220703,29.841228485107422,7.156953811645508,2.110056161880493,-10.65810775756836,10.125608444213867,5.535104274749756,4.629201412200928,-4.227262496948242,4.630913734436035,2.087373971939087,0.9236459136009216,0.10084468871355057,1.7071619033813477,2.37479305267334,1.2415095567703247,-0.2839289903640747,0.7405428290367126,-2.1170008182525635,0.620697557926178,-0.13571025431156158,0.6739817261695862,2.922783613204956,0.5505099892616272,0.12745700776576996,1.229453206062317
v24,G80,8.0,3.0,30,AccRadial4507,0.12536533176898956,0.16510416666666666,1.0,7.976686902904688,2.8682861328125,5835.272677767793,1394.497980052917,7070.599999999999,6831.599999999999,-97.90815734863281,29.975439071655273,7.503347396850586,3.2168867588043213,-12.355011940002441,10.259175300598145,6.031418323516846,5.905221462249756,-3.812631130218506,4.546586036682129,1.05267333984375,0.6549431085586548,0.7883493304252625,1.105396032333374,1.4823887348175049,1.2464587688446045,-2.9195618629455566,0.6283882260322571,-0.7539485692977905,2.252458333969116,-0.9556475281715393,1.0538111925125122,1.275491714477539,1.004704475402832,1.1194580793380737,1.2751985788345337
v24,G80,8.0,3.0,30,Mic147EB,0.1164809912443161,0.05570972222222222,0.7734468579292297,6.640112259235014,1.5822458267211914,855.902909901469,1835.8637944278853,1644.3333333333333,100.53333333333333,-71.25041198730469,12.778976440429688,14.864203453063965,6.954596996307373,-1.6355736255645752,0.7395585775375366,4.582557201385498,1.0632213354110718,-0.4406938850879669,0.714777410030365,1.7822527885437012,0.5777353644371033,-0.17033284902572632,0.8545898199081421,1.2280724048614502,1.0336580276489258,-1.031297206878662,0.5182377099990845,1.0060900449752808,0.7829930782318115,-0.38223564624786377,0.7488715052604675,0.5578052401542664,0.6587470173835754,-0.8320775628089905,0.6097007989883423
v24,G80,8.0,3.0,30,Mic46BE,0.10245127230882645,0.06649583333333334,0.7256326675415039,7.082710162487545,1.8611655235290527,1263.5758054831426,1912.7391708801074,3729.866666666667,100.53333333333333,-74.75116729736328,12.559226989746094,18.362398147583008,6.053110599517822,-6.4960408210754395,0.8419333696365356,6.732846260070801,1.4281266927719116,-0.30674201250076294,0.5822317600250244,0.25984522700309753,0.623348593711853,0.6788817048072815,0.7413955926895142,1.3693060874938965,1.106850266456604,-0.7501819729804993,0.5907846093177795,0.6464034914970398,0.755774974822998,-0.3382267355918884,0.6206929683685303,0.27106618881225586,0.7017388939857483,-0.7192297577857971,0.628948986530304
v24,G80,8.0,3.0,40,AccAxial4507,0.11539018899202347,0.21771527777777777,1.0,8.6662480470426,0.3024919033050537,4994.187267654186,2086.852514248954,7844.866666666667,4387.933333333333,-72.14800262451172,8.922433853149414,6.009397506713867,2.0107808113098145,-19.38605308532715,3.2053780555725098,9.598947525024414,1.3693066835403442,-8.4453763961792,1.7446393966674805,3.386263847351074,0.7430332899093628,-1.1290370225906372,0.7991237044334412,3.8131110668182373,0.7633278965950012,0.27037903666496277,0.563405454158783,-1.3203377723693848,0.5665414333343506,-0.47871673107147217,0.5410240292549133,3.3747177124023438,0.5083569884300232,-0.9358892440795898,0.5901501178741455
v24,G80,8.0,3.0,40,AccRadial4507,0.15068095922470093,0.24415833333333334,0.8297387361526489,5.506593138389253,0.20105695724487305,5857.491284894842,1364.209712175518,7070.666666666667,6424.533333333333,-73.52983856201172,8.75932788848877,4.372549057006836,1.8876391649246216,-21.042985916137695,3.407003164291382,11.095888137817383,1.6213243007659912,-7.649695873260498,1.679557204246521,1.5128692388534546,0.6126471757888794,0.37938326597213745,0.7325642704963684,2.6909661293029785,0.6625529527664185,-2.3475282192230225,0.5656082034111023,1.1970032453536987,0.757976770401001,-1.3824135065078735,0.594359815120697,0.7431556582450867,0.5528688430786133,0.17165686190128326,0.584697425365448
v24,G80,8.0,3.0,40,Mic147EB,0.15205343067646027,0.10055138888888888,0.7962047457695007,5.236348448221912,0.11306238174438477,1148.159043542174,2366.9023526817778,2631.8,99.86666666666666,-58.35780334472656,6.5652995109558105,6.474039077758789,1.1097362041473389,-1.3276797533035278,0.9110490679740906,4.489991664886475,0.8053231835365295,0.35162413120269775,0.7016217112541199,1.9681079387664795,0.5661686658859253,0.24141718447208405,0.7799144983291626,2.1718809604644775,0.8392318487167358,-0.4397973120212555,0.6217758655548096,1.7800713777542114,0.6127762794494629,-0.10391192138195038,0.7471497654914856,0.549471378326416,0.7707712650299072,-1.1177144050598145,0.6144033670425415
v24,G80,8.0,3.0,40,Mic46BE,0.16818568110466003,0.10394027777777778,1.0,5.945809378253261,0.2065119743347168,1510.1087747871545,2096.079743974831,4320.066666666667,99.86666666666666,-59.620826721191406,6.403745174407959,10.742186546325684,1.0881508588790894,-6.086116313934326,1.0495123863220215,6.970266819000244,0.8106693625450134,0.13373972475528717,0.7265752553939819,0.3040394186973572,0.5846614837646484,0.7033675312995911,0.7640978693962097,2.146080732345581,0.8268533945083618,-0.3684280514717102,0.6495790481567383,1.3412538766860962,0.6214079260826111,-0.26007357239723206,0.7590488195419312,0.22950316965579987,0.8062213063240051,-0.8962555527687073,0.5780307650566101
v24,G80,8.0,3.0,50,AccAxial4507,0.0007481060456484556,0.09015277777777778,0.00716690719127655,9.580068538363838,11.161372184753418,732.119134093098,1323.9959844059586,1747.4666666666667,41.8,-132.30393981933594,0.6930596828460693,8.807791709899902,0.8603935241699219,-2.2130775451660156,0.8037543892860413,0.6987398266792297,0.7654171586036682,2.7983458042144775,0.706956684589386,-0.20534151792526245,0.6834912300109863,1.1767383813858032,0.6648313403129578,3.358146905899048,0.6156349778175354,-0.8313823938369751,0.6034620404243469,-3.9442572593688965,0.597424328327179,0.8255838751792908,0.5652564167976379,4.458353042602539,0.5337221026420593,1.6051101684570312,0.5530076622962952
v24,G80,8.0,3.0,50,AccRadial4507,0.0009283692925237119,0.06801388888888889,0.007177187595516443,7.730961863253493,5.087789535522461,783.4336712492718,1114.18659150568,1758.7333333333333,19.266666666666666,-128.88763427734375,0.6748943328857422,11.538984298706055,0.7981581091880798,-2.2116196155548096,0.7784209847450256,0.4033595323562622,0.6962718963623047,2.3845741748809814,0.5786867737770081,-0.9595531821250916,0.5957807302474976,0.3494850993156433,0.6652458310127258,1.2078814506530762,0.5918676257133484,-3.0625221729278564,0.5843685865402222,-3.9215996265411377,0.6122894883155823,0.6495664119720459,0.5451322197914124,3.0580332279205322,0.5212281942367554,2.0144081115722656,0.5593598484992981
v24,G80,8.0,3.0,50,Mic147EB,0.07760321348905563,0.022294444444444443,0.336168497800827,4.33188888303236,-0.009900331497192383,303.0717871185031,462.06843808290347,499.1333333333333,209.0,-81.13151550292969,1.8242839574813843,21.858373641967773,1.8806483745574951,-1.272709608078003,0.875903844833374,3.6752045154571533,0.637997567653656,-0.7921463251113892,0.5223039984703064,1.9858416318893433,0.5067618489265442,-0.375882625579834,0.4743497371673584,0.8475409150123596,0.47749418020248413,-0.8976262807846069,0.4966607093811035,0.6591104865074158,0.5027725696563721,-0.7924055457115173,0.4649028182029724,0.35193300247192383,0.4828282296657562,-0.7011997699737549,0.4554170072078705
v24,G80,8.0,3.0,50,Mic46BE,0.05814608931541443,0.027056944444444446,0.27492091059684753,4.728106633371928,0.007506370544433594,339.05046795087645,561.6973965335321,499.3333333333333,41.8,-85.6609115600586,1.493396282196045,25.0318660736084,1.4078139066696167,-5.890812397003174,0.7146033048629761,5.6266021728515625,0.5872142910957336,-0.0744418129324913,0.5367127060890198,0.3543670177459717,0.5176472067832947,0.7080838084220886,0.49100354313850403,0.6390395760536194,0.4637193977832794,-0.46629324555397034,0.4759049713611603,0.37753355503082275,0.47413498163223267,-0.45297524333000183,0.440380722284317,-0.05985799804329872,0.44124114513397217,-0.5396634340286255,0.44580864906311035
v24,G80,8.0,3.0,60,AccAxial4507,0.04700654745101929,0.175,0.6024379730224609,12.816043842620008,1.1885638236999512,4682.064522096213,1849.612170484948,6573.8,4750.2,-89.84909057617188,19.023963928222656,7.455404758453369,2.6824758052825928,-15.436505317687988,8.292108535766602,7.968693256378174,2.502357006072998,-5.812738418579102,3.8643436431884766,2.2772417068481445,0.6955162286758423,-0.1385391801595688,1.5292872190475464,2.973982095718384,0.7016147971153259,0.8082662224769592,0.6154358386993408,-2.0402276515960693,0.7751147747039795,-0.12312991172075272,0.7357776165008545,2.958209991455078,0.6897111535072327,-0.2460605949163437,0.9009552001953125
v24,G80,8.0,3.0,60,AccRadial4507,0.15332981944084167,0.2081375,1.0,6.521888590534889,0.8749444484710693,5769.245532001478,1438.45696928363,7052.666666666667,6836.8,-79.42346954345703,20.27574920654297,7.675782680511475,3.978588819503784,-17.59990692138672,8.728045463562012,10.277210235595703,3.124840021133423,-5.814717769622803,4.128305435180664,1.2851756811141968,0.7724495530128479,0.7910489439964294,1.5825968980789185,2.5036654472351074,0.7613124847412109,-2.282621145248413,0.6570332646369934,0.7219412922859192,1.041372537612915,-1.4569289684295654,1.1155380010604858,1.0737271308898926,0.8466539978981018,0.7036064267158508,1.1340216398239136
v24,G80,8.0,3.0,60,Mic147EB,0.19775432348251343,0.07067777777777778,1.0,5.056779454373981,0.48810672760009766,837.4902238287054,1926.395155375903,1337.3333333333333,99.8,-59.394466400146484,9.404112815856934,10.001336097717285,4.573426246643066,-0.4261665642261505,1.067413568496704,4.5941877365112305,0.831154465675354,0.323560506105423,0.7711191773414612,1.3475662469863892,0.6494277119636536,-0.008235487155616283,0.8521165251731873,1.9728795289993286,0.9526720643043518,-0.8263475894927979,0.5556629300117493,1.3231756687164307,0.666619598865509,-0.3800784945487976,0.6720969676971436,0.8378639221191406,0.6221504807472229,-1.087430477142334,0.5739990472793579
v24,G80,8.0,3.0,60,Mic46BE,0.1865210235118866,0.07935416666666667,1.0,5.36132593083413,0.4702012538909912,1173.8141116715299,1875.3008627850863,3442.4666666666667,99.8,-61.81706237792969,9.481459617614746,13.825043678283691,4.435168743133545,-5.115813255310059,1.1870726346969604,6.814048767089844,0.7119060158729553,0.2492179423570633,0.706103503704071,-0.19501787424087524,0.696925163269043,0.45139503479003906,0.82977694272995,1.8224143981933594,0.9822847247123718,-0.8457252383232117,0.585706889629364,0.8252707123756409,0.6519609093666077,-0.4270114004611969,0.7005450129508972,0.6013175845146179,0.6687009334564209,-0.8389447927474976,0.5731124877929688
v24,G80,8.0,3.0,70,AccAxial4507,0.08726592361927032,0.18133055555555555,1.0,11.459226677790836,5.3338165283203125,4700.2126143134665,2062.5439422419486,7425.733333333334,4686.866666666667,-81.43706512451172,19.380210876464844,10.185812950134277,2.4482533931732178,-13.699706077575684,6.297332286834717,9.3710355758667,3.410494804382324,-6.1772685050964355,3.0457887649536133,2.8521833419799805,0.8343273997306824,-0.9072376489639282,1.3409066200256348,3.0587799549102783,1.0348384380340576,-0.060471925884485245,0.7161698937416077,-1.878801703453064,0.7186881899833679,-0.86704421043396,0.7712440490722656,3.108071804046631,0.6571952104568481,-0.2102316915988922,0.8309401869773865
v24,G80,8.0,3.0,70,AccRadial4507,0.11743184924125671,0.21373472222222223,1.0,8.515577387745635,5.538519859313965,5743.211142724245,1517.2749433772717,7062.2,6965.599999999999,-81.7295150756836,18.944856643676758,9.30832576751709,2.9529547691345215,-15.142353057861328,6.5592546463012695,10.527092933654785,4.2858052253723145,-5.306951522827148,2.9934966564178467,1.1434745788574219,0.6386091113090515,0.6318652629852295,0.8888366222381592,2.1031367778778076,1.0979987382888794,-2.7035739421844482,0.7627047300338745,0.6063201427459717,1.5784016847610474,-1.6291919946670532,0.8439353108406067,0.629489541053772,0.936076819896698,0.6640802025794983,0.9969379305839539
v24,G80,8.0,3.0,70,Mic147EB,0.20265014469623566,0.050894444444444444,0.9645340442657471,4.759602050674794,0.22639966011047363,479.96536017849854,1443.2491722740467,434.73333333333335,100.33333333333333,-62.25930404663086,8.123801231384277,10.774544715881348,4.106967926025391,1.5137485265731812,2.1387557983398438,4.023197650909424,0.6654452681541443,0.059752799570560455,0.7136914730072021,1.9922200441360474,0.6261014342308044,0.21474775671958923,0.8324899673461914,1.633299708366394,0.826423168182373,-0.606040894985199,0.6470561623573303,2.0060064792633057,0.9340078830718994,-0.7469440698623657,0.8059808015823364,0.6759395003318787,0.6923967003822327,-0.4151664078235626,0.6757632493972778
v24,G80,8.0,3.0,70,Mic46BE,0.17754320800304413,0.05385277777777778,1.0,5.632431740125222,0.44710206985473633,674.2829401190548,1405.3851298133595,1191.7333333333333,100.33333333333333,-64.80693054199219,8.18370246887207,14.253805160522461,4.078324794769287,-2.956228733062744,2.081329107284546,6.540853500366211,0.6918191909790039,-0.061128899455070496,0.6130968332290649,0.43980398774147034,0.6376581192016602,0.5838131308555603,0.7905257344245911,1.3805512189865112,0.8302409052848816,-0.6608934998512268,0.6898413300514221,1.338451862335205,0.8898399472236633,-0.718095600605011,0.7727532982826233,0.5771610736846924,0.6995242834091187,-0.2580432593822479,0.6389403343200684
v24,G80,8.0,4.0,0,AccAxial4507,0.04285550117492676,0.19075833333333334,0.3747125566005707,8.743627920044062,1.1020903587341309,5144.504316393081,2295.3374842293138,8139.733333333334,4634.133333333333,-91.75084686279297,23.14813804626465,5.869010925292969,1.7961093187332153,-14.158478736877441,8.010183334350586,7.388448715209961,3.5235166549682617,-6.087899684906006,3.771167755126953,2.853018283843994,0.8346260786056519,-0.5529135465621948,1.341383695602417,2.4463136196136475,1.0934724807739258,0.46302640438079834,0.8573583960533142,-1.4487805366516113,0.5891772508621216,-0.30739349126815796,0.7191956639289856,2.696536064147949,0.5525842308998108,-0.06008046492934227,0.9287033081054688
v24,G80,8.0,4.0,0,AccRadial4507,0.06518488377332687,0.211875,1.0,15.340980026556277,1.2056660652160645,5977.263503818344,1398.581671215192,7139.8,6413.0,-91.36353302001953,22.762149810791016,5.031016826629639,2.2244255542755127,-15.32723331451416,8.23531723022461,8.624568939208984,4.637787342071533,-5.774281024932861,3.5024664402008057,1.1174236536026,0.5933452844619751,0.6223085522651672,0.8865598440170288,1.7038975954055786,1.0547423362731934,-2.1194183826446533,0.6457189321517944,0.26784467697143555,1.5213497877120972,-1.2686392068862915,0.8755438923835754,0.534812331199646,1.048211932182312,0.9687753915786743,0.9028261303901672
