filename,sensor,filter_type,order,band_idx,band_label,rms,peak,crest_factor,zcr,band_power,spectral_centroid
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,3,353–440 Hz,0.000144,0.002481,11.06993,394.498519,0.0,391.780559
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,4,440–565 Hz,0.000164,0.002738,11.700089,501.55834,0.0,498.235482
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,5,565–707 Hz,0.000173,0.002568,11.483706,629.912,0.0,627.527471
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,6,707–880 Hz,0.000226,0.00235,9.357705,788.232972,0.0,785.246602
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,7,880–1130 Hz,0.000457,0.002825,7.513684,1019.113621,0.0,1018.156725
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,8,1130–1414 Hz,0.000422,0.002871,7.205366,1235.503585,0.0,1233.572507
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,9,1414–1760 Hz,0.000788,0.004545,6.859201,1601.9348,1e-06,1600.168407
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,10,1760–2220 Hz,0.000875,0.004773,6.431242,1979.706686,2e-06,1974.571069
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,11,10–1000 Hz,0.001384,0.032378,15.178372,302.46376,1e-06,206.329986
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,12,10–2000 Hz,0.001715,0.035593,13.689581,604.800958,3e-06,501.183817
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,13,500–1500 Hz,0.000823,0.010453,12.036831,932.846074,2e-06,900.265664
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Chebyshev II,7,14,1000–2000 Hz,0.001198,0.009426,8.185834,1546.390818,3e-06,1539.190548
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,0,176–225 Hz,0.000162,0.003709,14.586383,206.214922,0.0,204.835754
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,1,225–283 Hz,0.000184,0.003845,14.95386,250.907295,0.0,248.760205
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,2,283–353 Hz,0.000154,0.003318,13.922358,317.29976,0.0,318.212723
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,3,353–440 Hz,0.000166,0.003421,13.194475,397.575094,0.0,392.591591
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,4,440–565 Hz,0.000187,0.003846,14.175691,507.914616,0.0,502.663506
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,5,565–707 Hz,0.000202,0.003541,13.288771,629.536998,0.0,628.408126
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,6,707–880 Hz,0.000268,0.003315,10.718569,784.140767,0.0,782.739217
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,7,880–1130 Hz,0.000568,0.003897,7.828182,1063.571619,1e-06,1057.600053
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,8,1130–1414 Hz,0.000531,0.003774,7.724053,1226.056671,1e-06,1222.277187
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,9,1414–1760 Hz,0.000903,0.005708,7.390994,1641.561527,2e-06,1640.018916
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,10,1760–2220 Hz,0.001006,0.006158,7.049863,1936.825258,2e-06,1926.304902
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,11,10–1000 Hz,0.001744,0.035667,13.795905,463.003492,2e-06,383.06892
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,12,10–2000 Hz,0.002476,0.043237,12.25906,1001.369797,6e-06,840.353952
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,13,500–1500 Hz,0.000942,0.013025,12.24947,1050.904379,2e-06,987.034704
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,3,14,1000–2000 Hz,0.001406,0.01207,8.850033,1668.174138,5e-06,1651.725561
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,0,176–225 Hz,0.000148,0.003162,13.092833,205.25398,0.0,203.993042
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,1,225–283 Hz,0.000181,0.003474,13.516198,250.957296,0.0,249.587357
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,2,283–353 Hz,0.000148,0.002953,13.048316,316.73257,0.0,318.16259
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,3,353–440 Hz,0.000159,0.003029,12.229899,396.262589,0.0,392.111478
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,4,440–565 Hz,0.000178,0.003281,12.930425,506.120859,0.0,500.746485
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,5,565–707 Hz,0.000193,0.002904,11.726061,629.876062,0.0,627.827105
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,6,707–880 Hz,0.000255,0.002863,9.963995,785.973587,0.0,783.259742
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,7,880–1130 Hz,0.000537,0.003568,7.95072,1049.565311,1e-06,1045.726013
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,8,1130–1414 Hz,0.000505,0.003634,7.504664,1225.759795,1e-06,1222.54117
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,9,1414–1760 Hz,0.00086,0.005198,7.047798,1631.552111,2e-06,1629.810346
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,10,1760–2220 Hz,0.000972,0.005728,6.885097,1948.333118,2e-06,1938.830879
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,11,10–1000 Hz,0.001645,0.035267,14.177794,398.268847,1e-06,317.045928
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,12,10–2000 Hz,0.002336,0.040677,12.116258,956.491485,6e-06,810.224937
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,13,500–1500 Hz,0.000845,0.012081,12.478232,968.811849,2e-06,921.35696
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,5,14,1000–2000 Hz,0.001383,0.011536,8.774001,1644.675603,4e-06,1629.668111
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,0,176–225 Hz,0.000137,0.002779,12.670687,205.491481,0.0,203.998544
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,1,225–283 Hz,0.000174,0.003203,13.156906,250.388543,0.0,249.836492
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,2,283–353 Hz,0.000145,0.002776,12.562806,317.476323,0.0,318.473166
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,3,353–440 Hz,0.000158,0.002979,11.932341,395.504773,0.0,392.145417
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,4,440–565 Hz,0.000179,0.003297,12.730803,505.89117,0.0,500.386345
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,5,565–707 Hz,0.000193,0.0031,12.098007,629.46981,0.0,627.73108
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,6,707–880 Hz,0.000254,0.002933,10.128227,786.359526,0.0,783.114837
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,7,880–1130 Hz,0.00053,0.003313,7.786196,1047.890304,1e-06,1043.625649
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,8,1130–1414 Hz,0.000499,0.003332,7.177655,1226.075421,1e-06,1222.806783
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,9,1414–1760 Hz,0.00085,0.005114,7.0328,1629.572415,2e-06,1627.63956
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,10,1760–2220 Hz,0.000964,0.005602,6.857638,1949.975312,2e-06,1941.617486
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,11,10–1000 Hz,0.001613,0.035018,14.120983,372.187488,1e-06,303.970562
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,12,10–2000 Hz,0.002169,0.035294,11.622308,918.816328,6e-06,799.792585
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,13,500–1500 Hz,0.000837,0.012312,12.678014,958.178992,2e-06,914.82471
G80_8_3_0_AccAxial4507.wav,AccAxial4507,Elliptical,7,14,1000–2000 Hz,0.001368,0.011216,8.645202,1632.073988,4e-06,1619.089603
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,0,176–225 Hz,0.00023,0.0018,7.976221,199.352831,0.0,198.479477
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,1,225–283 Hz,0.000238,0.001896,8.186594,252.945054,0.0,251.947668
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,2,283–353 Hz,0.000284,0.001755,6.41875,317.293322,0.0,317.85994
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,3,353–440 Hz,0.000281,0.001968,7.227408,395.145646,0.0,393.262745
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,4,440–565 Hz,0.000275,0.001997,7.385157,500.114084,0.0,498.840843
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,5,565–707 Hz,0.000227,0.001775,7.739784,632.990637,0.0,631.689705
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,6,707–880 Hz,0.000248,0.001634,6.601854,793.647307,0.0,793.175578
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,7,880–1130 Hz,0.000461,0.002737,6.165421,1019.136246,0.0,1017.616599
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,8,1130–1414 Hz,0.000341,0.002008,5.988995,1236.709153,0.0,1234.824065
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,9,1414–1760 Hz,0.000679,0.003895,5.797823,1612.84272,1e-06,1612.068029
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,10,1760–2220 Hz,0.000752,0.004582,6.298602,1941.960092,1e-06,1938.502281
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,11,10–1000 Hz,0.001358,0.016908,12.325652,302.705261,1e-06,221.864294
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,12,10–2000 Hz,0.001717,0.023251,13.169864,717.946991,2e-06,548.707172
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,13,500–1500 Hz,0.000789,0.007495,9.631333,1014.276226,1e-06,995.85083
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,3,14,1000–2000 Hz,0.001005,0.006949,7.200078,1568.710536,1e-06,1553.808835
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,0,176–225 Hz,0.000212,0.001469,7.049859,199.22883,0.0,198.33751
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,1,225–283 Hz,0.00022,0.00163,7.55031,252.645053,0.0,251.850297
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,2,283–353 Hz,0.000265,0.001513,5.921565,316.969321,0.0,317.370333
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,3,353–440 Hz,0.000261,0.001779,7.066582,395.153646,0.0,393.310193
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,4,440–565 Hz,0.000255,0.001818,7.24842,499.978083,0.0,498.808339
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,5,565–707 Hz,0.000211,0.001678,7.834508,633.110638,0.0,631.778566
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,6,707–880 Hz,0.000229,0.001502,6.434157,791.579298,0.0,791.522374
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,7,880–1130 Hz,0.000423,0.002444,5.933493,1014.176226,0.0,1013.115265
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,8,1130–1414 Hz,0.000308,0.001747,5.769492,1241.569173,0.0,1241.000137
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,9,1414–1760 Hz,0.000619,0.003397,5.526248,1602.134676,0.0,1601.814011
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,10,1760–2220 Hz,0.000695,0.004159,6.118213,1953.356139,1e-06,1950.813522
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,11,10–1000 Hz,0.001264,0.015193,12.156542,250.977046,1e-06,188.878266
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,12,10–2000 Hz,0.001563,0.02086,13.026999,604.77852,2e-06,454.86969
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,13,500–1500 Hz,0.000724,0.006915,9.558279,983.856099,1e-06,973.806908
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,5,14,1000–2000 Hz,0.000882,0.005969,6.990701,1555.486481,1e-06,1544.42587
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,0,176–225 Hz,0.000198,0.001285,6.631584,199.26483,0.0,198.340022
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,1,225–283 Hz,0.000207,0.001475,7.258029,252.637053,0.0,251.83683
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,2,283–353 Hz,0.00025,0.001393,5.76294,317.009321,0.0,317.10191
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,3,353–440 Hz,0.000246,0.001672,7.029719,395.125646,0.0,393.338167
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,4,440–565 Hz,0.000241,0.001738,7.336225,500.078084,0.0,498.736036
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,5,565–707 Hz,0.000199,0.001561,7.739629,633.026638,0.0,631.81256
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,6,707–880 Hz,0.000214,0.001289,5.984018,790.891295,0.0,790.696037
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,7,880–1130 Hz,0.000394,0.002208,5.808094,1010.28021,0.0,1010.247835
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,8,1130–1414 Hz,0.000285,0.001544,5.473112,1245.753191,0.0,1245.068325
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,9,1414–1760 Hz,0.000578,0.003088,5.343652,1595.830649,0.0,1596.035785
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,10,1760–2220 Hz,0.000657,0.003869,5.962999,1959.960167,1e-06,1957.878949
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,11,10–1000 Hz,0.001201,0.013714,11.614392,223.004929,1e-06,171.519972
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,12,10–2000 Hz,0.001448,0.018114,12.382973,526.294193,2e-06,389.871531
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,13,500–1500 Hz,0.000678,0.006261,9.324702,972.604053,0.0,964.327444
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Bessel,7,14,1000–2000 Hz,0.000785,0.005282,6.941611,1545.226438,1e-06,1535.788948
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,0,176–225 Hz,0.000294,0.002438,8.541968,199.456831,0.0,198.755097
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,1,225–283 Hz,0.0003,0.002479,8.532035,253.577057,0.0,252.092324
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,2,283–353 Hz,0.000354,0.002365,6.968865,317.805324,0.0,319.07821
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,3,353–440 Hz,0.000357,0.002619,7.566561,395.793649,0.0,393.126565
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,4,440–565 Hz,0.000347,0.002663,7.771541,500.718086,0.0,498.983948
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,5,565–707 Hz,0.000289,0.002352,8.089642,633.71064,0.0,631.407885
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,6,707–880 Hz,0.000319,0.002301,7.218185,797.243322,0.0,797.089611
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,7,880–1130 Hz,0.000601,0.003702,6.379842,1030.400293,0.0,1028.527005
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,8,1130–1414 Hz,0.000459,0.002747,6.096036,1223.501098,0.0,1221.004756
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,9,1414–1760 Hz,0.000897,0.005405,6.142255,1636.422818,1e-06,1635.843999
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,10,1760–2220 Hz,0.000963,0.006076,6.499374,1911.075963,1e-06,1906.432869
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,11,10–1000 Hz,0.001614,0.020224,12.275151,394.209643,2e-06,310.046406
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,12,10–2000 Hz,0.002179,0.026771,12.079812,956.683986,4e-06,790.63772
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,13,500–1500 Hz,0.000999,0.009701,9.820722,1058.28041,1e-06,1033.211981
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,3,14,1000–2000 Hz,0.001436,0.010018,7.358619,1592.306635,3e-06,1572.915099
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,0,176–225 Hz,0.000299,0.002284,7.816494,199.372831,0.0,198.669893
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,1,225–283 Hz,0.000306,0.002386,8.039478,253.409056,0.0,251.967624
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,2,283–353 Hz,0.000362,0.002327,6.725581,317.953325,0.0,319.030542
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,3,353–440 Hz,0.000366,0.00272,7.664669,395.92565,0.0,393.135247
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,4,440–565 Hz,0.000356,0.002784,7.935929,500.818087,0.0,499.105335
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,5,565–707 Hz,0.000296,0.002495,8.310694,633.63064,0.0,631.406495
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,6,707–880 Hz,0.000327,0.00243,7.248648,797.239322,0.0,796.939202
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,7,880–1130 Hz,0.000619,0.003751,6.183246,1031.696299,0.0,1029.213677
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,8,1130–1414 Hz,0.00047,0.002719,5.872584,1222.165092,0.0,1220.143804
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,9,1414–1760 Hz,0.000924,0.00549,6.074871,1637.854824,1e-06,1636.374432
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,10,1760–2220 Hz,0.00099,0.006226,6.481264,1908.967954,1e-06,1904.049888
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,11,10–1000 Hz,0.001603,0.019853,12.190216,381.929591,2e-06,305.955187
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,12,10–2000 Hz,0.002195,0.023715,10.710035,992.492135,4e-06,834.455606
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,13,500–1500 Hz,0.000994,0.009905,9.949454,1030.996296,1e-06,1008.293962
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,5,14,1000–2000 Hz,0.0015,0.010352,7.260496,1596.394652,3e-06,1575.256417
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,0,176–225 Hz,0.000301,0.002202,7.529636,199.528831,0.0,198.692611
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,1,225–283 Hz,0.000309,0.002351,7.875446,253.337056,0.0,251.961819
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,2,283–353 Hz,0.000365,0.00237,6.7897,318.385327,0.0,319.069807
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,3,353–440 Hz,0.00037,0.002814,7.809137,395.89365,0.0,393.109584
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,4,440–565 Hz,0.00036,0.00293,8.23812,500.926087,0.0,499.139939
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,5,565–707 Hz,0.000299,0.002517,8.293486,633.958641,0.0,631.391059
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,6,707–880 Hz,0.000331,0.002344,7.014562,797.319322,0.0,797.094206
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,7,880–1130 Hz,0.000627,0.003738,6.120935,1032.568302,0.0,1029.828872
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,8,1130–1414 Hz,0.000477,0.002677,5.668073,1221.761091,0.0,1219.500959
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,9,1414–1760 Hz,0.000939,0.005544,6.0609,1639.882833,1e-06,1637.529508
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,10,1760–2220 Hz,0.001005,0.006255,6.401372,1906.763945,1e-06,1902.005426
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,11,10–1000 Hz,0.001593,0.01901,11.812814,377.513573,2e-06,305.260499
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,12,10–2000 Hz,0.002199,0.021478,9.80864,1017.55624,4e-06,863.342377
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,13,500–1500 Hz,0.000995,0.010056,10.074034,1022.788262,1e-06,1000.850864
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Butterworth,7,14,1000–2000 Hz,0.001525,0.010493,7.235301,1598.48266,3e-06,1576.201025
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,0,176–225 Hz,0.000315,0.0027,8.899807,199.952833,0.0,199.421377
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,1,225–283 Hz,0.000321,0.002695,8.705453,253.857058,0.0,252.545455
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,2,283–353 Hz,0.000377,0.002606,7.247227,319.513331,0.0,320.435194
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,3,353–440 Hz,0.000383,0.00285,7.635237,396.00165,0.0,392.886992
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,4,440–565 Hz,0.000372,0.002929,7.9583,501.59809,0.0,498.670059
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,5,565–707 Hz,0.000312,0.00258,8.198602,634.286643,0.0,630.7483
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,6,707–880 Hz,0.000347,0.002618,7.541924,802.383343,0.0,801.825283
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,7,880–1130 Hz,0.000652,0.00409,6.472188,1039.544331,0.0,1038.335727
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,8,1130–1414 Hz,0.00052,0.003137,6.151137,1212.405052,0.0,1209.527891
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,9,1414–1760 Hz,0.001027,0.006284,6.319273,1660.670919,1e-06,1660.123553
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,10,1760–2220 Hz,0.001087,0.00685,6.552276,1880.607836,2e-06,1876.486808
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,11,10–1000 Hz,0.001711,0.020262,11.546432,486.322026,2e-06,398.155617
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,12,10–2000 Hz,0.002419,0.026547,10.978552,1122.320676,5e-06,968.192681
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,13,500–1500 Hz,0.001071,0.010397,9.840642,1125.50869,1e-06,1084.201839
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,3,14,1000–2000 Hz,0.001521,0.010706,7.420131,1615.430731,3e-06,1588.22621
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,0,176–225 Hz,0.0003,0.002292,7.832757,200.124834,0.0,198.891709
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,1,225–283 Hz,0.000308,0.002373,7.963972,253.429056,0.0,252.267151
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,2,283–353 Hz,0.000363,0.002344,6.773818,319.057329,0.0,319.760893
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,3,353–440 Hz,0.00037,0.002734,7.597472,396.129651,0.0,393.002746
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,4,440–565 Hz,0.000359,0.002815,7.946766,501.186088,0.0,498.947074
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,5,565–707 Hz,0.000299,0.002505,8.24019,634.010642,0.0,630.898247
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,6,707–880 Hz,0.000333,0.002482,7.272335,800.155334,0.0,799.342764
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,7,880–1130 Hz,0.00063,0.003818,6.153202,1035.856316,0.0,1034.346487
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,8,1130–1414 Hz,0.000489,0.002824,5.845085,1215.297064,0.0,1213.737064
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,9,1414–1760 Hz,0.00097,0.005672,6.033171,1651.17088,1e-06,1649.928633
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,10,1760–2220 Hz,0.001029,0.006451,6.502143,1891.619882,1e-06,1886.948706
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,11,10–1000 Hz,0.001547,0.016099,10.258857,424.933771,2e-06,349.619678
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,12,10–2000 Hz,0.002308,0.023695,10.300146,1100.496585,5e-06,950.030075
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,13,500–1500 Hz,0.000985,0.009847,9.941065,1047.944366,1e-06,1016.291618
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,5,14,1000–2000 Hz,0.001527,0.010603,7.330486,1611.530715,3e-06,1587.473614
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,0,176–225 Hz,0.000295,0.002137,7.451786,200.156834,0.0,198.811963
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,1,225–283 Hz,0.000303,0.00228,7.788135,253.757057,0.0,252.217904
G80_8_3_100_AccAxial4507.wav,AccAxial4507,Chebyshev I,7,2,283–353 Hz,0.000359,0.002324,6.801616,319.20533,0.0,319.55017
