feature,importance
mfcc_2_mean,0.22814279758039663
mfcc_8_mean,0.13352227483928736
spectral_rolloff_85,0.05884956101772344
mfcc_6_mean,0.049868936559028444
mfcc_13_mean,0.046988735286590096
mfcc_5_mean,0.04087425230970581
mfcc_9_mean,0.038567983654962675
mfcc_2_std,0.02944274826652588
mfcc_11_mean,0.02762179578446103
zero_crossing_rate,0.027617964808322033
